Product,Brand,Price,SaleDate,Quantity,Region,RAM,ROM,Year,Month,Day,Revenue,Prev_Quantity,Growth_Rate_%,Trend
Mobile Phone,Toshiba,140270.0,2023-07-16,1,North,4GB,256GB,2023,7,16,140270.0,5,-80.0,Baisse
Mobile Phone,Toshiba,61260.0,2023-07-17,10,East,12GB,64GB,2023,7,17,612600.0,1,900.0,Forte Hausse
Laptop,Toshiba,123764.0,2023-07-17,10,South,4GB,128GB,2023,7,17,1237640.0,10,0.0,Stable
Laptop,Toshiba,157702.0,2023-07-18,10,East,4GB,256GB,2023,7,18,1577020.0,10,0.0,Stable
Mobile Phone,Toshiba,146284.0,2023-07-18,7,West,6GB,128GB,2023,7,18,1023988.0,10,-30.0,Baisse
Mobile Phone,Toshiba,27244.0,2023-07-18,3,South,4GB,128GB,2023,7,18,81732.0,7,-57.14,Baisse
Mobile Phone,Toshiba,77331.0,2023-07-19,10,South,16GB,1TB,2023,7,19,773310.0,3,233.33,Forte Hausse
Laptop,Toshiba,149083.0,2023-07-20,3,West,8GB,1TB,2023,7,20,447249.0,10,-70.0,Baisse
Mobile Phone,Toshiba,114969.0,2023-07-20,5,North,16GB,256GB,2023,7,20,574845.0,3,66.67,Forte Hausse
Mobile Phone,Toshiba,91705.0,2023-07-20,1,Central,8GB,1TB,2023,7,20,91705.0,5,-80.0,Baisse
Mobile Phone,Toshiba,171238.0,2023-07-20,9,West,6GB,64GB,2023,7,20,1541142.0,1,800.0,Forte Hausse
Laptop,Toshiba,163724.0,2023-07-20,5,Central,16GB,128GB,2023,7,20,818620.0,9,-44.44,Baisse
Mobile Phone,Toshiba,34655.0,2023-07-21,6,North,6GB,64GB,2023,7,21,207930.0,5,20.0,Forte Hausse
Laptop,Toshiba,199549.0,2023-07-21,5,North,8GB,256GB,2023,7,21,997745.0,6,-16.67,Baisse
Mobile Phone,Toshiba,197196.0,2023-07-22,4,West,4GB,256GB,2023,7,22,788784.0,5,-20.0,Baisse
Laptop,Toshiba,30830.0,2023-07-23,8,East,12GB,256GB,2023,7,23,246640.0,4,100.0,Forte Hausse
Laptop,Toshiba,66762.0,2023-07-25,10,South,32GB,1TB,2023,7,25,667620.0,8,25.0,Forte Hausse
Laptop,Toshiba,89950.0,2023-07-25,1,West,4GB,64GB,2023,7,25,89950.0,10,-90.0,Baisse
Mobile Phone,Toshiba,88648.0,2023-07-26,9,North,12GB,64GB,2023,7,26,797832.0,1,800.0,Forte Hausse
Mobile Phone,Toshiba,43943.0,2023-07-26,3,West,12GB,64GB,2023,7,26,131829.0,9,-66.67,Baisse
Laptop,Toshiba,154965.0,2023-07-26,7,West,32GB,64GB,2023,7,26,1084755.0,3,133.33,Forte Hausse
Laptop,Toshiba,25737.0,2023-07-26,7,North,6GB,64GB,2023,7,26,180159.0,7,0.0,Stable
Laptop,Toshiba,123192.0,2023-07-26,10,Central,16GB,64GB,2023,7,26,1231920.0,7,42.86,Forte Hausse
Mobile Phone,Toshiba,138132.0,2023-07-26,6,North,32GB,128GB,2023,7,26,828792.0,10,-40.0,Baisse
Laptop,Toshiba,181573.0,2023-07-26,7,West,8GB,128GB,2023,7,26,1271011.0,6,16.67,Forte Hausse
Mobile Phone,Toshiba,118400.0,2023-07-27,7,Central,12GB,256GB,2023,7,27,828800.0,7,0.0,Stable
Mobile Phone,Toshiba,175965.0,2023-07-27,5,West,6GB,128GB,2023,7,27,879825.0,7,-28.57,Baisse
Mobile Phone,Toshiba,117187.0,2023-07-27,3,Central,8GB,64GB,2023,7,27,351561.0,5,-40.0,Baisse
Mobile Phone,Toshiba,106074.0,2023-07-27,6,West,4GB,256GB,2023,7,27,636444.0,3,100.0,Forte Hausse
Mobile Phone,Toshiba,22636.0,2023-07-27,4,West,6GB,64GB,2023,7,27,90544.0,6,-33.33,Baisse
Laptop,Toshiba,22167.0,2023-07-27,7,South,12GB,64GB,2023,7,27,155169.0,4,75.0,Forte Hausse
Laptop,Toshiba,197178.0,2023-07-28,3,Central,6GB,128GB,2023,7,28,591534.0,7,-57.14,Baisse
Mobile Phone,Toshiba,67204.0,2023-07-28,1,East,8GB,128GB,2023,7,28,67204.0,3,-66.67,Baisse
Laptop,Toshiba,91560.0,2023-07-30,4,Central,6GB,512GB,2023,7,30,366240.0,1,300.0,Forte Hausse
Laptop,Toshiba,133294.0,2023-07-31,8,North,8GB,512GB,2023,7,31,1066352.0,4,100.0,Forte Hausse
Laptop,Toshiba,188370.0,2023-07-31,6,East,16GB,64GB,2023,7,31,1130220.0,8,-25.0,Baisse
Laptop,Toshiba,147055.0,2023-08-01,9,West,8GB,64GB,2023,8,1,1323495.0,6,50.0,Forte Hausse
Laptop,Toshiba,21222.0,2023-08-02,1,West,6GB,512GB,2023,8,2,21222.0,9,-88.89,Baisse
Laptop,Toshiba,166087.0,2023-08-02,5,Central,12GB,1TB,2023,8,2,830435.0,1,400.0,Forte Hausse
Laptop,Toshiba,47441.0,2023-08-02,5,East,6GB,1TB,2023,8,2,237205.0,5,0.0,Stable
Mobile Phone,Toshiba,26113.0,2023-08-02,3,Central,8GB,256GB,2023,8,2,78339.0,5,-40.0,Baisse
Mobile Phone,Toshiba,103522.0,2023-08-05,3,West,6GB,64GB,2023,8,5,310566.0,3,0.0,Stable
Laptop,Toshiba,157119.0,2023-08-05,5,East,4GB,512GB,2023,8,5,785595.0,3,66.67,Forte Hausse
Mobile Phone,Toshiba,130170.0,2023-08-06,3,North,32GB,128GB,2023,8,6,390510.0,5,-40.0,Baisse
Laptop,Toshiba,40570.0,2023-08-06,5,East,8GB,256GB,2023,8,6,202850.0,3,66.67,Forte Hausse
Laptop,Toshiba,23510.0,2023-08-10,3,South,16GB,512GB,2023,8,10,70530.0,5,-40.0,Baisse
Laptop,Toshiba,7582.0,2023-08-10,10,Central,4GB,1TB,2023,8,10,75820.0,3,233.33,Forte Hausse
Mobile Phone,Toshiba,89552.0,2023-08-10,5,Central,4GB,256GB,2023,8,10,447760.0,10,-50.0,Baisse
Laptop,Toshiba,52015.0,2023-08-11,9,South,8GB,256GB,2023,8,11,468135.0,5,80.0,Forte Hausse
Laptop,Toshiba,199293.0,2023-08-12,2,South,4GB,1TB,2023,8,12,398586.0,9,-77.78,Baisse
Mobile Phone,Toshiba,185327.0,2023-08-13,10,South,4GB,256GB,2023,8,13,1853270.0,2,400.0,Forte Hausse
Mobile Phone,Toshiba,158688.0,2023-08-14,9,South,8GB,64GB,2023,8,14,1428192.0,10,-10.0,Baisse
Laptop,Toshiba,195166.0,2023-08-16,3,Central,12GB,1TB,2023,8,16,585498.0,9,-66.67,Baisse
Mobile Phone,Toshiba,64363.0,2023-08-17,5,West,4GB,64GB,2023,8,17,321815.0,3,66.67,Forte Hausse
Mobile Phone,Toshiba,145866.0,2023-08-18,8,South,32GB,1TB,2023,8,18,1166928.0,5,60.0,Forte Hausse
Laptop,Toshiba,8003.0,2023-08-18,6,West,4GB,1TB,2023,8,18,48018.0,8,-25.0,Baisse
Laptop,Toshiba,146641.0,2023-08-18,7,Central,32GB,64GB,2023,8,18,1026487.0,6,16.67,Forte Hausse
Laptop,Toshiba,170288.0,2023-08-19,9,West,4GB,128GB,2023,8,19,1532592.0,7,28.57,Forte Hausse
Mobile Phone,Toshiba,97936.0,2023-08-19,2,South,32GB,512GB,2023,8,19,195872.0,9,-77.78,Baisse
Mobile Phone,Toshiba,120082.0,2023-08-19,2,East,16GB,128GB,2023,8,19,240164.0,2,0.0,Stable
Laptop,Toshiba,116837.0,2023-08-20,5,Central,6GB,256GB,2023,8,20,584185.0,2,150.0,Forte Hausse
Laptop,Toshiba,33283.0,2023-08-20,9,East,6GB,1TB,2023,8,20,299547.0,5,80.0,Forte Hausse
Laptop,Toshiba,41176.0,2023-08-20,6,East,4GB,256GB,2023,8,20,247056.0,9,-33.33,Baisse
Mobile Phone,Toshiba,51335.0,2023-08-21,8,Central,6GB,512GB,2023,8,21,410680.0,6,33.33,Forte Hausse
Mobile Phone,Toshiba,120618.0,2023-08-21,3,North,8GB,128GB,2023,8,21,361854.0,8,-62.5,Baisse
Mobile Phone,Toshiba,116702.0,2023-08-21,8,South,6GB,128GB,2023,8,21,933616.0,3,166.67,Forte Hausse
Mobile Phone,Toshiba,162779.0,2023-08-22,5,West,6GB,1TB,2023,8,22,813895.0,8,-37.5,Baisse
Mobile Phone,Toshiba,68603.0,2023-08-22,1,South,6GB,512GB,2023,8,22,68603.0,5,-80.0,Baisse
Laptop,Toshiba,42985.0,2023-08-22,2,North,8GB,128GB,2023,8,22,85970.0,1,100.0,Forte Hausse
Mobile Phone,Toshiba,79213.0,2023-08-23,1,Central,32GB,64GB,2023,8,23,79213.0,2,-50.0,Baisse
Mobile Phone,Toshiba,168767.0,2023-08-23,9,South,6GB,64GB,2023,8,23,1518903.0,1,800.0,Forte Hausse
Laptop,Toshiba,182464.0,2023-08-23,3,West,6GB,128GB,2023,8,23,547392.0,9,-66.67,Baisse
Mobile Phone,Toshiba,97868.0,2023-08-23,6,Central,16GB,256GB,2023,8,23,587208.0,3,100.0,Forte Hausse
Laptop,Toshiba,173254.0,2023-08-24,9,Central,6GB,64GB,2023,8,24,1559286.0,6,50.0,Forte Hausse
Laptop,Toshiba,131402.0,2023-08-24,6,East,4GB,512GB,2023,8,24,788412.0,9,-33.33,Baisse
Laptop,Toshiba,118658.0,2023-08-24,10,North,4GB,1TB,2023,8,24,1186580.0,6,66.67,Forte Hausse
Laptop,Toshiba,119689.0,2023-08-24,8,South,6GB,64GB,2023,8,24,957512.0,10,-20.0,Baisse
Laptop,Toshiba,171687.0,2023-08-24,5,North,8GB,64GB,2023,8,24,858435.0,8,-37.5,Baisse
Mobile Phone,Toshiba,151823.0,2023-08-24,7,West,12GB,256GB,2023,8,24,1062761.0,5,40.0,Forte Hausse
Laptop,Toshiba,88187.0,2023-08-24,1,West,8GB,512GB,2023,8,24,88187.0,7,-85.71,Baisse
Mobile Phone,Toshiba,131377.0,2023-08-25,4,East,6GB,64GB,2023,8,25,525508.0,1,300.0,Forte Hausse
Mobile Phone,Toshiba,15365.0,2023-08-26,10,Central,12GB,64GB,2023,8,26,153650.0,4,150.0,Forte Hausse
Laptop,Toshiba,175780.0,2023-08-27,9,West,12GB,512GB,2023,8,27,1582020.0,10,-10.0,Baisse
Laptop,Toshiba,121621.0,2023-08-27,9,West,6GB,128GB,2023,8,27,1094589.0,9,0.0,Stable
Laptop,Toshiba,75874.0,2023-08-28,8,South,16GB,1TB,2023,8,28,606992.0,9,-11.11,Baisse
Mobile Phone,Toshiba,172002.0,2023-08-29,7,Central,32GB,64GB,2023,8,29,1204014.0,8,-12.5,Baisse
Laptop,Toshiba,79203.0,2023-08-29,2,East,12GB,1TB,2023,8,29,158406.0,7,-71.43,Baisse
Mobile Phone,Toshiba,168299.0,2023-08-30,2,North,8GB,128GB,2023,8,30,336598.0,2,0.0,Stable
Mobile Phone,Toshiba,168796.0,2023-08-31,2,East,4GB,512GB,2023,8,31,337592.0,2,0.0,Stable
Laptop,Toshiba,73177.0,2023-08-31,10,East,16GB,256GB,2023,8,31,731770.0,2,400.0,Forte Hausse
Mobile Phone,Toshiba,191712.0,2023-08-31,4,North,32GB,1TB,2023,8,31,766848.0,10,-60.0,Baisse
Mobile Phone,Toshiba,186658.0,2023-09-01,5,North,8GB,512GB,2023,9,1,933290.0,4,25.0,Forte Hausse
Laptop,Toshiba,137771.0,2023-09-03,6,North,8GB,256GB,2023,9,3,826626.0,5,20.0,Forte Hausse
Mobile Phone,Toshiba,115758.0,2023-09-03,4,West,16GB,512GB,2023,9,3,463032.0,6,-33.33,Baisse
Laptop,Toshiba,104076.0,2023-09-04,7,East,8GB,1TB,2023,9,4,728532.0,4,75.0,Forte Hausse
Laptop,Toshiba,57576.0,2023-09-04,7,Central,8GB,1TB,2023,9,4,403032.0,7,0.0,Stable
Mobile Phone,Toshiba,112905.0,2023-09-05,4,West,6GB,256GB,2023,9,5,451620.0,7,-42.86,Baisse
Mobile Phone,Toshiba,51213.0,2023-09-05,10,Central,16GB,512GB,2023,9,5,512130.0,4,150.0,Forte Hausse
Laptop,Toshiba,157879.0,2023-09-06,10,West,6GB,512GB,2023,9,6,1578790.0,10,0.0,Stable
Laptop,Toshiba,170792.0,2023-09-06,10,West,8GB,512GB,2023,9,6,1707920.0,10,0.0,Stable
Laptop,Toshiba,6840.0,2023-09-06,2,South,8GB,128GB,2023,9,6,13680.0,10,-80.0,Baisse
Mobile Phone,Toshiba,42364.0,2023-09-07,10,West,16GB,512GB,2023,9,7,423640.0,2,400.0,Forte Hausse
Laptop,Toshiba,43912.0,2023-09-08,2,South,32GB,1TB,2023,9,8,87824.0,10,-80.0,Baisse
Mobile Phone,Toshiba,49009.0,2023-09-08,1,Central,12GB,256GB,2023,9,8,49009.0,2,-50.0,Baisse
Mobile Phone,Toshiba,129733.0,2023-09-08,10,East,12GB,256GB,2023,9,8,1297330.0,1,900.0,Forte Hausse
Mobile Phone,Toshiba,62446.0,2023-09-09,8,South,12GB,512GB,2023,9,9,499568.0,10,-20.0,Baisse
Laptop,Toshiba,106516.0,2023-09-09,8,South,12GB,64GB,2023,9,9,852128.0,8,0.0,Stable
Mobile Phone,Toshiba,53488.0,2023-09-10,5,South,8GB,256GB,2023,9,10,267440.0,8,-37.5,Baisse
Laptop,Toshiba,176967.0,2023-09-10,9,South,12GB,1TB,2023,9,10,1592703.0,5,80.0,Forte Hausse
Laptop,Toshiba,174418.0,2023-09-10,3,East,16GB,256GB,2023,9,10,523254.0,9,-66.67,Baisse
Mobile Phone,Toshiba,78724.0,2023-09-11,3,South,16GB,256GB,2023,9,11,236172.0,3,0.0,Stable
Mobile Phone,Toshiba,163113.0,2023-09-11,10,North,16GB,128GB,2023,9,11,1631130.0,3,233.33,Forte Hausse
Mobile Phone,Toshiba,122404.0,2023-09-11,6,Central,8GB,64GB,2023,9,11,734424.0,10,-40.0,Baisse
Laptop,Toshiba,163984.0,2023-09-13,1,North,6GB,512GB,2023,9,13,163984.0,6,-83.33,Baisse
Mobile Phone,Toshiba,187152.0,2023-09-13,8,Central,4GB,128GB,2023,9,13,1497216.0,1,700.0,Forte Hausse
Laptop,Toshiba,7481.0,2023-09-14,10,South,6GB,64GB,2023,9,14,74810.0,8,25.0,Forte Hausse
Mobile Phone,Toshiba,12871.0,2023-09-14,2,North,12GB,64GB,2023,9,14,25742.0,10,-80.0,Baisse
Mobile Phone,Toshiba,195982.0,2023-09-15,4,North,16GB,256GB,2023,9,15,783928.0,2,100.0,Forte Hausse
Laptop,Toshiba,27131.0,2023-09-15,5,East,4GB,128GB,2023,9,15,135655.0,4,25.0,Forte Hausse
Mobile Phone,Toshiba,111818.0,2023-09-15,8,South,12GB,1TB,2023,9,15,894544.0,5,60.0,Forte Hausse
Laptop,Toshiba,174904.0,2023-09-17,4,West,8GB,128GB,2023,9,17,699616.0,8,-50.0,Baisse
Mobile Phone,Toshiba,197934.0,2023-09-19,5,South,8GB,512GB,2023,9,19,989670.0,4,25.0,Forte Hausse
Mobile Phone,Toshiba,70348.0,2023-09-21,3,East,32GB,1TB,2023,9,21,211044.0,5,-40.0,Baisse
Mobile Phone,Toshiba,57748.0,2023-09-21,3,East,32GB,256GB,2023,9,21,173244.0,3,0.0,Stable
Mobile Phone,Toshiba,197421.0,2023-09-22,1,West,32GB,512GB,2023,9,22,197421.0,3,-66.67,Baisse
Laptop,Toshiba,59294.0,2023-09-24,3,West,16GB,512GB,2023,9,24,177882.0,1,200.0,Forte Hausse
Mobile Phone,Toshiba,35602.0,2023-09-25,3,West,8GB,64GB,2023,9,25,106806.0,3,0.0,Stable
Mobile Phone,Toshiba,165074.0,2023-09-26,2,West,4GB,128GB,2023,9,26,330148.0,3,-33.33,Baisse
Laptop,Toshiba,71456.0,2023-09-26,8,South,6GB,512GB,2023,9,26,571648.0,2,300.0,Forte Hausse
Mobile Phone,Toshiba,71756.0,2023-09-26,3,East,6GB,1TB,2023,9,26,215268.0,8,-62.5,Baisse
Laptop,Toshiba,103310.0,2023-09-26,1,East,8GB,64GB,2023,9,26,103310.0,3,-66.67,Baisse
Laptop,Toshiba,128731.0,2023-09-27,3,Central,16GB,128GB,2023,9,27,386193.0,1,200.0,Forte Hausse
Laptop,Toshiba,53901.0,2023-09-27,1,North,4GB,256GB,2023,9,27,53901.0,3,-66.67,Baisse
Laptop,Toshiba,108519.0,2023-09-27,10,Central,12GB,1TB,2023,9,27,1085190.0,1,900.0,Forte Hausse
Mobile Phone,Toshiba,132095.0,2023-09-27,4,Central,6GB,256GB,2023,9,27,528380.0,10,-60.0,Baisse
Mobile Phone,Toshiba,191704.0,2023-09-28,3,Central,8GB,256GB,2023,9,28,575112.0,4,-25.0,Baisse
Mobile Phone,Toshiba,49423.0,2023-09-28,7,East,32GB,256GB,2023,9,28,345961.0,3,133.33,Forte Hausse
Laptop,Toshiba,92708.0,2023-09-28,3,East,6GB,128GB,2023,9,28,278124.0,7,-57.14,Baisse
Laptop,Toshiba,183210.0,2023-09-29,9,West,8GB,1TB,2023,9,29,1648890.0,3,200.0,Forte Hausse
Mobile Phone,Toshiba,119539.0,2023-09-30,2,North,4GB,1TB,2023,9,30,239078.0,9,-77.78,Baisse
Mobile Phone,Toshiba,59093.0,2023-09-30,4,West,12GB,512GB,2023,9,30,236372.0,2,100.0,Forte Hausse
Laptop,Toshiba,183841.0,2023-09-30,1,South,12GB,512GB,2023,9,30,183841.0,4,-75.0,Baisse
Laptop,Toshiba,156944.0,2023-09-30,4,South,32GB,128GB,2023,9,30,627776.0,1,300.0,Forte Hausse
Mobile Phone,Toshiba,40505.0,2023-10-01,6,North,32GB,512GB,2023,10,1,243030.0,4,50.0,Forte Hausse
Laptop,Toshiba,158459.0,2023-10-01,9,West,4GB,256GB,2023,10,1,1426131.0,6,50.0,Forte Hausse
Laptop,Toshiba,130142.0,2023-10-01,1,West,12GB,64GB,2023,10,1,130142.0,9,-88.89,Baisse
Mobile Phone,Toshiba,155083.0,2023-10-02,7,Central,12GB,256GB,2023,10,2,1085581.0,1,600.0,Forte Hausse
Laptop,Toshiba,72603.0,2023-10-05,3,South,6GB,1TB,2023,10,5,217809.0,7,-57.14,Baisse
Laptop,Toshiba,192181.0,2023-10-05,3,West,32GB,128GB,2023,10,5,576543.0,3,0.0,Stable
Laptop,Toshiba,132336.0,2023-10-05,3,East,8GB,128GB,2023,10,5,397008.0,3,0.0,Stable
Laptop,Toshiba,113041.0,2023-10-06,8,South,6GB,1TB,2023,10,6,904328.0,3,166.67,Forte Hausse
Mobile Phone,Toshiba,154861.0,2023-10-07,4,West,16GB,512GB,2023,10,7,619444.0,8,-50.0,Baisse
Laptop,Toshiba,8620.0,2023-10-07,10,Central,12GB,512GB,2023,10,7,86200.0,4,150.0,Forte Hausse
Laptop,Toshiba,40866.0,2023-10-08,10,East,16GB,256GB,2023,10,8,408660.0,10,0.0,Stable
Laptop,Toshiba,20293.0,2023-10-09,7,South,6GB,512GB,2023,10,9,142051.0,10,-30.0,Baisse
Laptop,Toshiba,142509.0,2023-10-09,1,Central,32GB,256GB,2023,10,9,142509.0,7,-85.71,Baisse
Laptop,Toshiba,118213.0,2023-10-11,3,South,16GB,1TB,2023,10,11,354639.0,1,200.0,Forte Hausse
Mobile Phone,Toshiba,139848.0,2023-10-11,6,South,6GB,128GB,2023,10,11,839088.0,3,100.0,Forte Hausse
Mobile Phone,Toshiba,196360.0,2023-10-12,6,West,8GB,128GB,2023,10,12,1178160.0,6,0.0,Stable
Laptop,Toshiba,153208.0,2023-10-12,2,East,12GB,256GB,2023,10,12,306416.0,6,-66.67,Baisse
Mobile Phone,Toshiba,128847.0,2023-10-13,5,West,6GB,64GB,2023,10,13,644235.0,2,150.0,Forte Hausse
Mobile Phone,Toshiba,84908.0,2023-10-14,7,South,4GB,256GB,2023,10,14,594356.0,5,40.0,Forte Hausse
Laptop,Toshiba,99903.0,2023-10-15,7,East,6GB,256GB,2023,10,15,699321.0,7,0.0,Stable
Mobile Phone,Toshiba,178598.0,2023-10-15,1,West,12GB,128GB,2023,10,15,178598.0,7,-85.71,Baisse
Mobile Phone,Toshiba,177505.0,2023-10-17,1,Central,16GB,128GB,2023,10,17,177505.0,1,0.0,Stable
Laptop,Toshiba,198213.0,2023-10-18,6,East,32GB,256GB,2023,10,18,1189278.0,1,500.0,Forte Hausse
Laptop,Toshiba,165281.0,2023-10-19,6,East,4GB,512GB,2023,10,19,991686.0,6,0.0,Stable
Mobile Phone,Toshiba,189355.0,2023-10-20,6,East,32GB,512GB,2023,10,20,1136130.0,6,0.0,Stable
Laptop,Toshiba,94421.0,2023-10-20,4,West,16GB,64GB,2023,10,20,377684.0,6,-33.33,Baisse
Laptop,Toshiba,166834.0,2023-10-21,5,South,16GB,512GB,2023,10,21,834170.0,4,25.0,Forte Hausse
Mobile Phone,Toshiba,109143.0,2023-10-22,8,South,16GB,128GB,2023,10,22,873144.0,5,60.0,Forte Hausse
Laptop,Toshiba,138354.0,2023-10-23,5,East,16GB,256GB,2023,10,23,691770.0,8,-37.5,Baisse
Laptop,Toshiba,150358.0,2023-10-23,5,East,6GB,64GB,2023,10,23,751790.0,5,0.0,Stable
Laptop,Toshiba,11419.0,2023-10-23,1,West,4GB,1TB,2023,10,23,11419.0,5,-80.0,Baisse
Laptop,Toshiba,160231.0,2023-10-25,7,Central,6GB,64GB,2023,10,25,1121617.0,1,600.0,Forte Hausse
Mobile Phone,Toshiba,117942.0,2023-10-26,6,West,4GB,64GB,2023,10,26,707652.0,7,-14.29,Baisse
Mobile Phone,Toshiba,32840.0,2023-10-29,1,West,16GB,256GB,2023,10,29,32840.0,6,-83.33,Baisse
Mobile Phone,Toshiba,105670.0,2023-10-29,2,Central,12GB,64GB,2023,10,29,211340.0,1,100.0,Forte Hausse
Mobile Phone,Toshiba,55178.0,2023-10-30,2,North,32GB,512GB,2023,10,30,110356.0,2,0.0,Stable
Laptop,Toshiba,49626.0,2023-10-30,10,Central,8GB,256GB,2023,10,30,496260.0,2,400.0,Forte Hausse
Mobile Phone,Toshiba,146528.0,2023-10-31,6,West,32GB,128GB,2023,10,31,879168.0,10,-40.0,Baisse
Mobile Phone,Toshiba,107402.0,2023-10-31,8,South,32GB,1TB,2023,10,31,859216.0,6,33.33,Forte Hausse
Laptop,Toshiba,64380.0,2023-10-31,10,North,8GB,256GB,2023,10,31,643800.0,8,25.0,Forte Hausse
Laptop,Toshiba,64507.0,2023-11-03,3,Central,16GB,512GB,2023,11,3,193521.0,10,-70.0,Baisse
Mobile Phone,Toshiba,109673.0,2023-11-04,10,South,32GB,64GB,2023,11,4,1096730.0,3,233.33,Forte Hausse
Laptop,Toshiba,100145.0,2023-11-04,2,North,32GB,64GB,2023,11,4,200290.0,10,-80.0,Baisse
Mobile Phone,Toshiba,78591.0,2023-11-04,8,Central,4GB,1TB,2023,11,4,628728.0,2,300.0,Forte Hausse
Mobile Phone,Toshiba,121775.0,2023-11-05,10,Central,8GB,256GB,2023,11,5,1217750.0,8,25.0,Forte Hausse
Mobile Phone,Toshiba,172034.0,2023-11-07,3,East,32GB,1TB,2023,11,7,516102.0,10,-70.0,Baisse
Mobile Phone,Toshiba,42103.0,2023-11-07,3,North,6GB,512GB,2023,11,7,126309.0,3,0.0,Stable
Mobile Phone,Toshiba,120602.0,2023-11-07,1,West,8GB,512GB,2023,11,7,120602.0,3,-66.67,Baisse
Laptop,Toshiba,148299.0,2023-11-09,10,East,6GB,64GB,2023,11,9,1482990.0,1,900.0,Forte Hausse
Laptop,Toshiba,17750.0,2023-11-09,5,West,6GB,512GB,2023,11,9,88750.0,10,-50.0,Baisse
Laptop,Toshiba,117810.0,2023-11-10,4,North,8GB,64GB,2023,11,10,471240.0,5,-20.0,Baisse
Mobile Phone,Toshiba,54631.0,2023-11-10,2,West,4GB,256GB,2023,11,10,109262.0,4,-50.0,Baisse
Mobile Phone,Toshiba,19721.0,2023-11-10,3,West,6GB,64GB,2023,11,10,59163.0,2,50.0,Forte Hausse
Mobile Phone,Toshiba,147530.0,2023-11-11,9,Central,6GB,256GB,2023,11,11,1327770.0,3,200.0,Forte Hausse
Laptop,Toshiba,61930.0,2023-11-11,6,West,32GB,64GB,2023,11,11,371580.0,9,-33.33,Baisse
Mobile Phone,Toshiba,20356.0,2023-11-11,5,North,12GB,512GB,2023,11,11,101780.0,6,-16.67,Baisse
Mobile Phone,Toshiba,91191.0,2023-11-11,9,East,4GB,256GB,2023,11,11,820719.0,5,80.0,Forte Hausse
Laptop,Toshiba,174030.0,2023-11-12,5,East,6GB,128GB,2023,11,12,870150.0,9,-44.44,Baisse
Mobile Phone,Toshiba,58821.0,2023-11-12,9,North,6GB,512GB,2023,11,12,529389.0,5,80.0,Forte Hausse
Laptop,Toshiba,93063.0,2023-11-13,2,West,8GB,128GB,2023,11,13,186126.0,9,-77.78,Baisse
Mobile Phone,Toshiba,71445.0,2023-11-13,1,North,32GB,256GB,2023,11,13,71445.0,2,-50.0,Baisse
Mobile Phone,Toshiba,171804.0,2023-11-14,6,South,6GB,256GB,2023,11,14,1030824.0,1,500.0,Forte Hausse
Laptop,Toshiba,69667.0,2023-11-14,9,North,8GB,512GB,2023,11,14,627003.0,6,50.0,Forte Hausse
Laptop,Toshiba,62581.0,2023-11-15,5,North,4GB,1TB,2023,11,15,312905.0,9,-44.44,Baisse
Laptop,Toshiba,80148.0,2023-11-15,5,West,4GB,64GB,2023,11,15,400740.0,5,0.0,Stable
Mobile Phone,Toshiba,14451.0,2023-11-15,5,South,12GB,128GB,2023,11,15,72255.0,5,0.0,Stable
Mobile Phone,Toshiba,133773.0,2023-11-16,3,West,16GB,128GB,2023,11,16,401319.0,5,-40.0,Baisse
Laptop,Toshiba,91539.0,2023-11-17,2,Central,4GB,512GB,2023,11,17,183078.0,3,-33.33,Baisse
Laptop,Toshiba,35532.0,2023-11-17,6,East,32GB,128GB,2023,11,17,213192.0,2,200.0,Forte Hausse
Laptop,Toshiba,50568.0,2023-11-17,1,West,12GB,512GB,2023,11,17,50568.0,6,-83.33,Baisse
Mobile Phone,Toshiba,75974.0,2023-11-18,10,West,6GB,1TB,2023,11,18,759740.0,1,900.0,Forte Hausse
Laptop,Toshiba,173253.0,2023-11-19,2,East,6GB,128GB,2023,11,19,346506.0,10,-80.0,Baisse
Laptop,Toshiba,46567.0,2023-11-19,8,Central,6GB,512GB,2023,11,19,372536.0,2,300.0,Forte Hausse
Laptop,Toshiba,174720.0,2023-11-20,10,East,4GB,128GB,2023,11,20,1747200.0,8,25.0,Forte Hausse
Laptop,Toshiba,92785.0,2023-11-20,9,Central,32GB,512GB,2023,11,20,835065.0,10,-10.0,Baisse
Laptop,Toshiba,41870.0,2023-11-21,7,East,32GB,1TB,2023,11,21,293090.0,9,-22.22,Baisse
Laptop,Toshiba,9677.0,2023-11-21,10,North,6GB,256GB,2023,11,21,96770.0,7,42.86,Forte Hausse
Laptop,Toshiba,33347.0,2023-11-21,1,West,32GB,128GB,2023,11,21,33347.0,10,-90.0,Baisse
Laptop,Toshiba,128171.0,2023-11-22,3,Central,16GB,64GB,2023,11,22,384513.0,1,200.0,Forte Hausse
Laptop,Toshiba,5306.0,2023-11-22,7,West,4GB,1TB,2023,11,22,37142.0,3,133.33,Forte Hausse
Mobile Phone,Toshiba,77298.0,2023-11-22,7,Central,8GB,1TB,2023,11,22,541086.0,7,0.0,Stable
Mobile Phone,Toshiba,116707.0,2023-11-23,1,East,6GB,128GB,2023,11,23,116707.0,7,-85.71,Baisse
Laptop,Toshiba,85386.0,2023-11-24,6,South,12GB,1TB,2023,11,24,512316.0,1,500.0,Forte Hausse
